year,index,brand,model,model_number,segment,manufacturer,repairability,occupant,pedestrian,assist,nev_special,detail_url,source
2019,26,荣威,RX5 MAX,CSA6468NEMQ,SUV,上海汽车集团股份有限公司,--,G,G,G,-- **,/products/show-843.html,https://ciasi.org.cn/products/show-843.html
2019,27,丰田,卡罗拉,TV7121N6,轿车,天津一汽丰田汽车有限公司,P,G,G,G,--,/products/show-844.html,https://ciasi.org.cn/products/show-844.html
2018,1,别克,昂科威,SGM6475DAA1,SUV,上汽通用东岳汽车有限公司,--,A,G,G,-- **,/products/show-845.html,https://ciasi.org.cn/products/show-845.html
2018,2,大众,途观L,SVW6474DFD,SUV,上汽大众汽车有限公司,--,M,A,G,-- **,/products/show-846.html,https://ciasi.org.cn/products/show-846.html
2018,3,大众,迈腾,FV7147BADBG,轿车,一汽-大众汽车有限公司,--,A,G,G,-- **,/products/show-847.html,https://ciasi.org.cn/products/show-847.html
2018,4,丰田,凯美瑞,GTM7200CEE,轿车,广汽丰田汽车有限公司,--,G,G,G,-- **,/products/show-848.html,https://ciasi.org.cn/products/show-848.html
2018,5,领克,领克01,JL6453C10,SUV,浙江豪情汽车制造有限公司,--,G,G,G,-- **,/products/show-849.html,https://ciasi.org.cn/products/show-849.html
2018,6,五菱,宝骏510,LZW6420CJY,SUV,上汽通用五菱汽车股份有限公司,--,P,A,--,--,/products/show-850.html,https://ciasi.org.cn/products/show-850.html
2018,7,魏牌,VV5,CC7203UM02A,SUV,长城汽车股份有限公司,--,A,G,G,--,/products/show-851.html,https://ciasi.org.cn/products/show-851.html
2018,8,本田,思域,DHW7101FCCSE,轿车,东风本田汽车有限公司,--,M,G,G,-- **,/products/show-852.html,https://ciasi.org.cn/products/show-852.html
2018,9,奔驰,C级,BJ7204HE,轿车,北京奔驰汽车有限公司,--,G,A,G,--,/products/show-853.html,https://ciasi.org.cn/products/show-853.html
2018,10,宝马,3系,BMW7150BF,轿车,华晨宝马汽车有限公司,--,A,G,--,--,/products/show-854.html,https://ciasi.org.cn/products/show-854.html
2018,11,雷诺,科雷傲,DFR6470SCE1,SUV,东风雷诺汽车有限公司,--,M,G,P,-- **,/products/show-855.html,https://ciasi.org.cn/products/show-855.html
2018,12,本田,雅阁,GHA7150AAC5B,轿车,广汽本田汽车有限公司,--,G,G,G,-- **,/products/show-856.html,https://ciasi.org.cn/products/show-856.html
2018,13,奇瑞,艾瑞泽5,SQR7155J60T2,轿车,奇瑞汽车股份有限公司,P,M,A,--,--,/products/show-857.html,https://ciasi.org.cn/products/show-857.html
2018,14,现代,领动,BH7145TAV,轿车,北京现代汽车有限公司,P,M,A,G,-- **,/products/show-858.html,https://ciasi.org.cn/products/show-858.html
2018,15,日产,西玛,DFL7253VAL2,轿车,东风汽车有限公司,M,A,G,A,--,/products/show-859.html,https://ciasi.org.cn/products/show-859.html
2018,16,传祺,GS7,GAC6470C2B5,SUV,广州汽车集团乘用车有限公司,P,A,M,--,--,/products/show-860.html,https://ciasi.org.cn/products/show-860.html
2018,17,起亚,智跑,YQZ6444AE5,SUV,东风悦达起亚汽车有限公司,P,M,A,--,--,/products/show-861.html,https://ciasi.org.cn/products/show-861.html
2018,18,斯柯达,柯迪亚克,SVW6476GFD,SUV,上汽大众汽车有限公司,G,M,G,G,-- **,/products/show-862.html,https://ciasi.org.cn/products/show-862.html
2018,19,丰田,奕泽,TV7203N,SUV,天津一汽丰田汽车有限公司,A,G,G,G,--,/products/show-863.html,https://ciasi.org.cn/products/show-863.html
2018,20,众泰,T600,ZTA6460,SUV,浙江众泰汽车制造有限公司,M,A,A,--,--,/products/show-864.html,https://ciasi.org.cn/products/show-864.html
2018,21,江淮,瑞风S3,HFC7161MTV,SUV,安徽江淮汽车集团股份有限公司,P,M,A,--,--,/products/show-865.html,https://ciasi.org.cn/products/show-865.html
2018,22,别克,GL8,SGM6522UAA1,MPV,上汽通用汽车有限公司,P,M,A,G,-- **,/products/show-866.html,https://ciasi.org.cn/products/show-866.html
2018,23,比亚迪,宋MAX,BYD6470MT2,MPV,比亚迪汽车工业有限公司,P,P,G,--,--,/products/show-867.html,https://ciasi.org.cn/products/show-867.html
